ID_Expediente,TipoPrestacion,TipoRecurso,TieneSentencia,CruceISSHistorico,ResultadoValIndicios,ResultadoValNomina,ResultadoValHL,TieneDocumentosAdicionales,ExisteRegistroEmbargo,RequiereRevisionHL,UltimoEmpleadorPublico,RecibePensionActual,TienePQRSPendiente,TieneRequerimientoExterno,EstadoRequerimientoInterno,TieneTiemposNoISS,EstadoVinculacionBEPS,AsignarBancoBEPS,ClasificacionModelo,ClasificacionEsperada,ResultadoValidacion
EXP-000875,Sustitucion,Ninguno,Si,No,No,No,No,No,No,Si,No,No,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000876,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000877,Auxilio Funerario,Ninguno,No,No,No,Si,No,Si,No,Si,Si,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000878,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,Vinculado,No,Automatico,Automatico,CORRECTO
EXP-000879,Invalidez Especial,Ninguno,No,No,Si,Si,No,Si,No,No,No,No,Si,Si,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000880,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000881,Vejez,Ninguno,No,No,No,No,No,No,No,No,Si,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000882,Vejez,Ninguno,Si,No,No,No,No,No,No,No,Si,No,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000883,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Abierto,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000884,Vejez,Ninguno,No,No,No,No,No,Si,No,No,No,No,No,No,Cerrado,No,No aplica,Si,Mixto,Mixto,CORRECTO
EXP-000885,Vejez,Ninguno,No,Si,No,Si,No,No,No,No,Si,Si,Si,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000886,Sobrevivientes,Ninguno,Si,No,No,No,No,No,Si,No,No,Si,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000887,Vejez,Ninguno,No,No,No,No,No,No,No,Si,Si,No,No,Si,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000888,Convenio Internacional,Ninguno,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Cerrado,Si,No aplica,No,Manual,Manual,CORRECTO
EXP-000889,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,Si,Si,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000890,Vejez,Ninguno,No,No,No,Si,No,Si,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000891,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Abierto,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000892,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000893,Auxilio Funerario,Ninguno,No,No,No,No,No,No,Si,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000894,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,Si,No,No,No,No,Cerrado,Si,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000895,Auxilio Funerario,Apelacion,No,No,No,No,Si,No,No,No,No,No,No,No,Cerrado,Si,No aplica,No,Manual,Manual,CORRECTO
EXP-000896,Auxilio Funerario,Ninguno,No,No,Si,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000897,Auxilio Funerario,Apelacion,No,No,Si,No,Si,Si,No,Si,No,No,Si,No,Cerrado,No,Vinculado,No,Manual,Manual,CORRECTO
EXP-000898,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,Si,No,Abierto,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000899,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,Si,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000900,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,Si,No,Cerrado,No,No aplica,Si,Mixto,Automatico,INCORRECTO
EXP-000901,Sustitucion,Ninguno,No,No,No,Si,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000902,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,Prospecto,No,Automatico,Automatico,CORRECTO
EXP-000903,Vejez,Ninguno,No,No,No,No,No,No,No,Si,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000904,Auxilio Funerario,Ninguno,No,Si,No,No,No,No,No,Si,Si,No,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000905,Convenio Internacional,Ninguno,Si,No,Si,No,No,Si,No,Si,No,No,No,No,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000906,Vejez,Ninguno,No,No,Si,No,No,No,No,No,No,No,Si,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000907,Sustitucion,Ninguno,No,No,No,No,No,No,No,Si,No,Si,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000908,Convenio Internacional,Ninguno,Si,No,No,No,No,Si,No,Si,No,Si,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000909,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000910,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000911,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,Vinculado,Si,Automatico,Automatico,CORRECTO
EXP-000912,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,Vinculado,No,Automatico,Automatico,CORRECTO
EXP-000913,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,Si,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000914,Vejez,Ninguno,No,No,No,No,Si,Si,No,No,No,No,Si,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000915,Convenio Internacional,Ninguno,No,No,No,Si,Si,Si,Si,Si,No,Si,Si,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000916,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000917,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,Vinculado,Si,Automatico,Automatico,CORRECTO
EXP-000918,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000919,Sustitucion,Ninguno,No,No,No,No,No,Si,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000920,Convenio Internacional,Ninguno,No,No,No,No,No,No,No,No,No,Si,Si,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000921,Vejez,Ninguno,No,No,No,No,No,No,Si,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000922,Sustitucion,Reposicion,No,No,Si,No,No,Si,No,Si,No,No,Si,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000923,Auxilio Funerario,Apelacion,No,No,No,No,Si,Si,No,Si,No,No,No,No,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000924,Auxilio Funerario,Apelacion,No,Si,Si,Si,No,Si,No,No,No,Si,No,Si,Cerrado,No,Prospecto,No,Manual,Manual,CORRECTO
EXP-000925,Convenio Internacional,Ninguno,No,No,Si,Si,No,Si,No,Si,No,No,No,No,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000926,Vejez,Ninguno,No,No,No,No,No,Si,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000927,Sustitucion,Reposicion,No,No,Si,No,No,Si,No,No,Si,Si,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000928,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Abierto,No,No aplica,Si,Mixto,Mixto,CORRECTO
EXP-000929,Sustitucion,Ninguno,No,No,No,No,Si,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000930,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000931,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,Si,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Manual,INCORRECTO
EXP-000932,Vejez,Ninguno,No,No,Si,No,Si,Si,No,Si,No,No,Si,No,Abierto,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000933,Vejez,Ninguno,No,No,Si,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000934,Invalidez Especial,Reposicion,No,No,No,No,Si,Si,No,No,No,No,Si,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000935,Invalidez Especial,Ninguno,No,No,No,No,No,No,No,No,No,Si,Si,No,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000936,Convenio Internacional,Apelacion,No,Si,No,No,No,Si,Si,No,Si,No,No,No,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000937,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000938,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000939,Invalidez Especial,Reposicion,No,No,No,No,No,No,No,No,No,Si,Si,No,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000940,Auxilio Funerario,Ninguno,No,No,No,No,Si,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000941,Vejez,Ninguno,No,No,Si,Si,No,Si,Si,Si,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000942,Vejez,Ninguno,No,No,No,No,No,Si,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000943,Sustitucion,Ninguno,No,No,No,No,No,Si,No,No,No,Si,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000944,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,Si,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000945,Vejez,Ninguno,No,No,Si,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000946,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,Si,No,No,No,Cerrado,No,Prospecto,No,Mixto,Mixto,CORRECTO
EXP-000947,Sobrevivientes,Ninguno,No,No,Si,Si,No,No,No,No,No,Si,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000948,Sustitucion,Apelacion,No,No,No,No,Si,Si,Si,No,No,Si,Si,No,Cerrado,No,Vinculado,No,Manual,Manual,CORRECTO
EXP-000949,Sobrevivientes,Reposicion,No,No,No,No,No,Si,No,Si,No,No,Si,Si,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000950,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000951,Vejez,Ninguno,No,No,No,No,No,Si,No,No,Si,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000952,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Abierto,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000953,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,Si,No,No,No,No,Cerrado,Si,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000954,Sustitucion,Ninguno,No,Si,No,No,No,No,No,No,No,No,No,No,Cerrado,Si,No aplica,No,Manual,Manual,CORRECTO
EXP-000955,Auxilio Funerario,Ninguno,No,No,Si,No,No,Si,No,No,No,Si,Si,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000956,Invalidez Especial,Reposicion,No,Si,No,Si,No,Si,No,No,Si,No,Si,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000957,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,Si,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000958,Sustitucion,Ninguno,No,No,Si,No,Si,Si,No,No,No,No,No,No,Abierto,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000959,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000960,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000961,Sustitucion,Ninguno,No,No,No,No,No,No,No,Si,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000962,Sustitucion,Ninguno,No,No,No,No,No,No,No,Si,No,No,No,No,Cerrado,No,Prospecto,No,Mixto,Mixto,CORRECTO
EXP-000963,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000964,Sustitucion,Ninguno,No,Si,No,No,Si,No,No,No,Si,Si,Si,No,Cerrado,No,No aplica,Si,Manual,Automatico,INCORRECTO
EXP-000965,Sustitucion,Apelacion,No,Si,No,Si,No,No,Si,No,No,No,Si,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000966,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000967,Auxilio Funerario,Ninguno,No,Si,Si,No,No,No,Si,No,No,No,No,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000968,Sustitucion,Ninguno,No,No,No,No,Si,Si,No,Si,No,Si,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000969,Auxilio Funerario,Ninguno,No,No,Si,No,No,Si,Si,Si,No,Si,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000970,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000971,Vejez,Ninguno,Si,No,No,No,No,No,No,Si,No,Si,Si,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000972,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,Vinculado,No,Automatico,Automatico,CORRECTO
EXP-000973,Sobrevivientes,Apelacion,No,No,Si,No,No,No,Si,Si,No,No,Si,No,Abierto,Si,No aplica,No,Manual,Manual,CORRECTO
EXP-000974,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,Si,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000975,Vejez,Reposicion,Si,No,Si,Si,Si,Si,No,No,Si,Si,Si,No,Cerrado,No,No aplica,No,Manual,Mixto,INCORRECTO
EXP-000976,Auxilio Funerario,Ninguno,No,No,No,No,No,Si,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000977,Auxilio Funerario,Ninguno,No,No,No,Si,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000978,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,Si,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000979,Sustitucion,Ninguno,No,No,Si,No,No,Si,No,No,Si,Si,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000980,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,Vinculado,No,Automatico,Automatico,CORRECTO
EXP-000981,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,Vinculado,No,Automatico,Automatico,CORRECTO
EXP-000982,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,Si,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000983,Auxilio Funerario,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000984,Sustitucion,Apelacion,No,No,No,No,Si,No,No,Si,No,No,No,No,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000985,Vejez,Ninguno,No,No,No,No,No,Si,No,No,No,Si,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000986,Invalidez Especial,Apelacion,No,No,No,Si,Si,No,No,Si,Si,Si,Si,Si,Abierto,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000987,Sustitucion,Ninguno,No,No,No,Si,No,No,No,No,No,No,No,No,Cerrado,Si,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000988,Auxilio Funerario,Ninguno,No,No,No,No,Si,No,No,No,No,Si,No,No,Cerrado,No,Prospecto,No,Mixto,Mixto,CORRECTO
EXP-000989,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000990,Sustitucion,Ninguno,No,No,No,No,No,Si,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000991,Auxilio Funerario,Ninguno,No,No,Si,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Manual,INCORRECTO
EXP-000992,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000993,Auxilio Funerario,Ninguno,Si,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,Vinculado,No,Manual,Manual,CORRECTO
EXP-000994,Invalidez Especial,Reposicion,No,No,Si,Si,No,No,No,Si,No,No,Si,No,Cerrado,No,No aplica,No,Manual,Manual,CORRECTO
EXP-000995,Auxilio Funerario,Ninguno,No,No,No,No,No,Si,No,No,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000996,Auxilio Funerario,Ninguno,No,No,No,No,No,Si,No,Si,No,No,No,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-000997,Vejez,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,Vinculado,No,Automatico,Automatico,CORRECTO
EXP-000998,Vejez,Ninguno,No,No,No,No,Si,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
EXP-000999,Vejez,Ninguno,No,No,No,No,No,No,No,Si,No,No,Si,No,Cerrado,No,No aplica,No,Mixto,Mixto,CORRECTO
EXP-001000,Sustitucion,Ninguno,No,No,No,No,No,No,No,No,No,No,No,No,Cerrado,No,No aplica,No,Automatico,Automatico,CORRECTO
